T1,T2,T3,T4,T5,userLevelByHuman
0.651,0.001,0.002,0.002,0.0,0
0.659,0.001,0.001,0.001,0.001,0
0.501,0.0,0.001,0.001,0.001,0
0.66,0.0,0.001,0.001,0.0,0
0.703,0.0,0.001,0.0,0.002,0
0.331,0.003,0.001,0.001,0.0,0
0.502,0.001,0.001,0.0,0.001,0
0.33,0.001,0.0,0.0,0.001,0
0.1,0.0,0.0,0.001,0.0,0
0.7,0.001,0.0,0.001,0.003,0
0.4,0.0,0.003,0.0,0.001,0
0.499,0.0,0.001,0.0,0.0,0
0.528,0.0,0.001,0.0,0.0,0
0.2,0.001,0.0,0.0,0.001,0
0.661,0.0,0.0,0.001,0.002,0
0.629,0.0,0.001,0.002,0.001,0
0.45,0.0,0.001,0.001,0.0,0
0.5,0.0,0.0,0.002,0.0,0
0.501,0.0,0.0,0.001,0.0,0
0.55,0.0,0.001,0.001,0.003,0
0.5,0.0,0.0,0.0,0.001,0
0.699,0.0,0.0,0.0,0.0,0
0.701,0.0,0.002,0.0,0.0,0
0.401,0.001,0.0,0.001,0.001,0
0.73,0.001,0.0,0.001,0.0,0
0.401,0.001,0.001,0.0,0.001,0
0.73,0.002,0.0,0.0,0.0,0
0.1,0.001,0.0,0.0,0.001,0
0.7,0.001,0.0,0.0,0.002,0
0.329,0.0,0.003,0.0,0.002,0
0.402,0.002,0.0,0.001,0.0,0
0.7,0.0,0.001,0.002,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.0,0.2,0.001,0.001,0.0,0
0.501,0.001,0.002,0.001,0.001,0
0.001,0.298,0.001,0.001,0.0,0
0.7,0.0,0.001,0.001,0.001,0
0.599,0.001,0.001,0.001,0.001,0
0.7,0.0,0.002,0.001,0.002,0
0.699,0.0,0.001,0.001,0.0,0
0.659,0.002,0.0,0.001,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.001,0
0.53,0.0,0.0,0.001,0.001,0
0.699,0.001,0.001,0.0,0.001,0
0.602,0.002,0.0,0.001,0.0,0
0.699,0.001,0.0,0.0,0.001,0
0.721,0.0,0.001,0.001,0.001,0
0.001,0.402,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.001,0
0.7,0.001,0.001,0.002,0.0,0
0.1,0.0,0.0,0.0,0.001,0
0.662,0.0,0.001,0.001,0.001,0
0.6,0.001,0.0,0.0,0.001,0
0.66,0.0,0.001,0.001,0.002,0
0.3,0.001,0.001,0.0,0.0,0
0.57,0.0,0.0,0.001,0.001,0
0.701,0.0,0.003,0.001,0.0,0
0.099,0.0,0.0,0.0,0.001,0
0.651,0.0,0.0,0.002,0.0,0
0.699,0.001,0.001,0.002,0.001,0
0.601,0.002,0.001,0.0,0.0,0
0.601,0.0,0.002,0.0,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.701,0.0,0.001,0.0,0.0,0
0.73,0.0,0.001,0.0,0.001,0
0.7,0.0,0.001,0.001,0.003,0
0.248,0.0,0.0,0.0,0.002,0
0.601,0.001,0.0,0.0,0.0,0
0.701,0.0,0.0,0.0,0.001,0
0.501,0.0,0.003,0.0,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.7,0.001,0.0,0.002,0.001,0
0.401,0.0,0.0,0.0,0.0,0
0.699,0.0,0.0,0.001,0.002,0
0.601,0.001,0.0,0.0,0.0,0
0.0,0.28,0.199,0.001,0.0,0
0.701,0.0,0.001,0.0,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.329,0.001,0.001,0.0,0.001,0
0.65,0.001,0.002,0.001,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.66,0.0,0.0,0.001,0.0,0
0.719,0.001,0.0,0.0,0.001,0
0.659,0.001,0.0,0.0,0.0,0
0.531,0.0,0.299,0.001,0.099,0
0.6,0.001,0.001,0.0,0.001,0
0.4,0.0,0.0,0.001,0.0,0
0.65,0.001,0.0,0.001,0.002,0
0.57,0.0,0.0,0.0,0.001,0
0.53,0.001,0.299,0.0,0.1,0
0.68,0.001,0.001,0.0,0.001,0
0.5,0.0,0.001,0.0,0.002,0
0.6,0.0,0.001,0.001,0.0,0
0.501,0.001,0.002,0.001,0.002,0
0.649,0.0,0.001,0.0,0.0,0
0.701,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.0,0.001,0
0.53,0.0,0.001,0.001,0.001,0
0.4,0.0,0.0,0.0,0.001,0
0.33,0.002,0.001,0.0,0.001,0
0.1,0.001,0.002,0.0,0.001,0
0.699,0.001,0.002,0.001,0.001,0
0.25,0.001,0.0,0.0,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.499,0.0,0.002,0.0,0.0,0
0.599,0.001,0.0,0.0,0.0,0
0.33,0.001,0.0,0.001,0.001,0
0.499,0.001,0.001,0.0,0.0,0
0.331,0.001,0.001,0.001,0.0,0
0.6,0.0,0.0,0.0,0.001,0
0.331,0.001,0.0,0.001,0.001,0
0.699,0.001,0.0,0.002,0.0,0
0.501,0.001,0.001,0.0,0.0,0
0.529,0.001,0.298,0.001,0.1,0
0.701,0.0,0.001,0.001,0.001,0
0.698,0.0,0.0,0.0,0.001,0
0.7,0.002,0.001,0.0,0.0,0
0.661,0.0,0.0,0.002,0.0,0
0.6,0.002,0.0,0.0,0.0,0
0.001,0.299,0.001,0.0,0.0,0
0.73,0.0,0.001,0.0,0.0,0
0.7,0.002,0.001,0.001,0.001,0
0.5,0.001,0.001,0.0,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.7,0.0,0.0,0.003,0.001,0
0.502,0.001,0.002,0.001,0.001,0
0.701,0.0,0.001,0.002,0.0,0
0.3,0.002,0.0,0.001,0.001,0
0.45,0.0,0.001,0.001,0.0,0
0.699,0.0,0.002,0.0,0.001,0
0.599,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.002,0.0,0
0.251,0.001,0.0,0.0,0.0,0
0.699,0.0,0.0,0.003,0.0,0
0.001,0.279,0.2,0.0,0.002,0
0.25,0.002,0.0,0.0,0.001,0
0.5,0.0,0.0,0.0,0.002,0
0.4,0.001,0.0,0.0,0.001,0
0.4,0.0,0.001,0.0,0.001,0
0.4,0.0,0.001,0.0,0.001,0
0.55,0.0,0.001,0.001,0.0,0
0.4,0.0,0.001,0.001,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.499,0.0,0.001,0.0,0.001,0
0.6,0.0,0.001,0.0,0.002,0
0.4,0.001,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.7,0.001,0.001,0.001,0.002,0
0.55,0.001,0.0,0.0,0.0,0
0.601,0.001,0.0,0.0,0.0,0
0.249,0.0,0.001,0.0,0.002,0
0.25,0.0,0.0,0.001,0.001,0
0.601,0.001,0.0,0.001,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.401,0.0,0.0,0.001,0.001,0
0.33,0.0,0.001,0.0,0.001,0
0.659,0.001,0.001,0.001,0.001,0
0.1,0.0,0.002,0.0,0.002,0
0.33,0.0,0.002,0.0,0.002,0
0.658,0.0,0.001,0.001,0.001,0
0.7,0.0,0.001,0.002,0.0,0
0.73,0.002,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.402,0.002,0.0,0.002,0.0,0
0.659,0.001,0.001,0.001,0.002,0
0.65,0.0,0.0,0.0,0.002,0
0.501,0.0,0.001,0.001,0.0,0
0.3,0.001,0.0,0.002,0.0,0
0.55,0.001,0.001,0.001,0.0,0
0.601,0.001,0.001,0.0,0.0,0
0.701,0.0,0.0,0.0,0.003,0
0.529,0.0,0.298,0.001,0.1,0
0.331,0.001,0.001,0.0,0.0,0
0.65,0.001,0.004,0.0,0.001,0
0.699,0.001,0.0,0.001,0.0,0
0.4,0.002,0.0,0.0,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.001,0.002,0
0.3,0.0,0.0,0.001,0.001,0
0.698,0.001,0.0,0.001,0.0,0
0.332,0.0,0.001,0.0,0.001,0
0.65,0.001,0.0,0.001,0.001,0
0.201,0.0,0.0,0.0,0.0,0
0.25,0.002,0.0,0.001,0.001,0
0.0,0.201,0.0,0.001,0.0,0
0.25,0.0,0.0,0.001,0.001,0
0.501,0.001,0.0,0.0,0.001,0
0.7,0.0,0.001,0.003,0.0,0
0.5,0.001,0.001,0.0,0.001,0
0.5,0.0,0.002,0.0,0.001,0
0.6,0.0,0.0,0.001,0.0,0
0.65,0.0,0.0,0.001,0.002,0
0.2,0.001,0.0,0.0,0.0,0
0.501,0.0,0.0,0.0,0.001,0
0.529,0.0,0.001,0.001,0.0,0
0.25,0.001,0.001,0.002,0.001,0
0.501,0.001,0.001,0.0,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.7,0.001,0.001,0.001,0.001,0
0.648,0.0,0.0,0.0,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.499,0.001,0.001,0.0,0.001,0
0.7,0.0,0.001,0.001,0.002,0
0.501,0.0,0.001,0.0,0.001,0
0.7,0.0,0.0,0.001,0.001,0
0.661,0.001,0.0,0.001,0.001,0
0.698,0.0,0.001,0.0,0.001,0
0.701,0.0,0.001,0.001,0.001,0
0.4,0.0,0.0,0.0,0.001,0
0.401,0.0,0.0,0.0,0.001,0
0.72,0.0,0.0,0.001,0.0,0
0.33,0.001,0.001,0.0,0.001,0
0.001,0.4,0.001,0.0,0.001,0
0.65,0.001,0.002,0.0,0.002,0
0.6,0.0,0.002,0.001,0.001,0
0.66,0.0,0.0,0.001,0.001,0
0.698,0.0,0.0,0.0,0.002,0
0.25,0.0,0.001,0.0,0.001,0
0.602,0.003,0.001,0.0,0.0,0
0.402,0.0,0.0,0.001,0.0,0
0.502,0.0,0.0,0.0,0.001,0
0.2,0.002,0.0,0.0,0.001,0
0.699,0.0,0.001,0.002,0.001,0
0.2,0.0,0.002,0.0,0.001,0
0.702,0.001,0.0,0.001,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.501,0.0,0.001,0.001,0.001,0
0.7,0.001,0.001,0.0,0.001,0
0.701,0.0,0.0,0.001,0.001,0
0.728,0.001,0.0,0.0,0.0,0
0.251,0.001,0.001,0.002,0.0,0
0.53,0.0,0.3,0.001,0.099,0
0.502,0.001,0.001,0.0,0.001,0
0.9,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.7,0.0,0.0,0.0,0.0,1
1.0,0.5,0.0,0.0,0.0,1
0.8,0.7,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.95,0.4,0.4,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.5,0.3,0.4,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.4,0.0,0.4,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.95,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.3,0.0,0.0,1
0.82,0.0,0.1,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.78,0.2,0.0,0.0,0.0,1
0.95,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.77,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.78,0.0,0.0,0.0,0.0,1
0.91,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.89,0.0,0.0,0.0,0.0,1
0.77,0.0,0.0,0.001,0.0,1
0.77,0.0,0.001,0.0,0.0,1
0.8,0.0,0.001,0.0,0.0,1
0.749,0.0,0.0,0.0,0.0,1
0.849,0.0,0.0,0.0,0.0,1
0.75,0.001,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.001,1
0.75,0.0,0.0,0.001,0.0,1
0.899,0.0,0.0,0.0,0.0,1
0.801,0.0,0.001,0.0,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.749,0.0,0.0,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.75,0.001,0.0,0.001,0.0,1
0.699,0.0,0.0,0.0,0.0,1
0.751,0.0,0.0,0.0,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.699,0.0,0.0,0.0,0.001,1
0.9,0.0,0.0,0.001,0.0,1
0.751,0.001,0.0,0.001,0.0,1
0.899,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.749,0.0,0.0,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.75,0.0,0.0,0.001,0.0,1
0.75,0.0,0.0,0.001,0.001,1
0.77,0.001,0.001,0.0,0.0,1
0.752,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.001,1
0.749,0.0,0.001,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.95,0.001,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.001,1
1.0,0.0,0.0,0.0,0.0,1
0.9,0.0,0.001,0.0,0.001,1
1.0,0.0,0.001,0.0,0.0,1
0.75,0.001,0.0,0.001,0.0,1
1.0,0.0,0.0,0.001,0.0,1
1.001,0.0,0.0,0.0,0.0,1
1.001,0.0,0.0,0.0,0.0,1
0.999,0.0,0.001,0.0,0.0,1
0.751,0.0,0.0,0.0,0.001,1
1.0,0.0,0.002,0.0,0.0,1
0.75,0.0,0.0,0.0,0.001,1
0.751,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.001,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.749,0.0,0.0,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.77,0.001,0.001,0.001,0.0,1
1.0,0.001,0.001,0.001,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.85,0.0,0.0,0.0,0.001,1
0.753,0.0,0.0,0.0,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.998,0.0,0.0,0.0,0.0,1
0.801,0.0,0.0,0.0,0.0,1
0.802,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.001,0.0,1
0.401,0.0,0.4,0.0,0.0,1
0.78,0.2,0.001,0.0,0.0,1
0.751,0.001,0.001,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.82,0.0,0.1,0.001,0.0,1
0.9,0.0,0.0,0.001,0.0,1
0.85,0.001,0.0,0.0,0.0,1
0.803,0.0,0.0,0.0,0.0,1
0.95,0.0,0.001,0.0,0.0,1
0.9,0.001,0.0,0.0,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.8,0.0,0.001,0.0,0.0,1
0.82,0.0,0.099,0.0,0.0,1
0.8,0.0,0.0,0.001,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.401,0.0,0.399,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.001,0.0,0.001,1
1.0,0.001,0.001,0.0,0.0,1
0.75,0.001,0.0,0.001,0.0,1
1.001,0.0,0.001,0.0,0.0,1
0.4,0.0,0.4,0.001,0.0,1
0.999,0.001,0.001,0.0,0.0,1
1.0,0.001,0.001,0.0,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.751,0.001,0.0,0.001,0.001,1
0.401,0.0,0.399,0.0,0.001,1
0.749,0.0,0.001,0.001,0.001,1
0.751,0.0,0.0,0.001,0.0,1
0.75,0.0,0.001,0.001,0.0,1
0.75,0.0,0.0,0.0,0.001,1
1.0,0.001,0.001,0.0,0.0,1
0.75,0.0,0.0,0.001,0.0,1
0.999,0.0,0.0,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.799,0.0,0.0,0.0,0.0,1
0.848,0.0,0.0,0.0,0.0,1
1.0,0.001,0.002,0.0,0.0,1
0.9999999999999999,0.0,0.001,0.0,0.0,1
0.9,0.0,0.0,0.0,0.002,1
1.0,0.001,0.002,0.001,0.0,1
0.75,0.0,0.0,0.001,0.0,1
0.8,0.0,0.001,0.0,0.0,1
1.0,0.001,0.0,0.0,0.001,1
0.751,0.001,0.0,0.0,0.001,1
0.95,0.001,0.0,0.001,0.0,1
0.901,0.0,0.0,0.0,0.0,1
0.78,0.199,0.001,0.0,0.0,1
0.9,0.001,0.0,0.0,0.002,1
0.901,0.0,0.0,0.0,0.0,1
0.749,0.0,0.001,0.001,0.0,1
0.75,0.001,0.0,0.002,0.0,1
0.8,0.001,0.0,0.001,0.0,1
0.771,0.001,0.001,0.0,0.0,1
0.999,0.001,0.0,0.0,0.0,1
0.8,0.001,0.0,0.001,0.0,1
0.82,0.001,0.1,0.001,0.0,1
1.001,0.0,0.0,0.0,0.001,1
0.998,0.001,0.0,0.0,0.0,1
0.9,0.0,0.001,0.0,0.0,1
0.751,0.0,0.0,0.001,0.0,1
0.851,0.0,0.0,0.0,0.0,1
0.751,0.001,0.001,0.0,0.001,1
0.751,0.0,0.001,0.001,0.0,1
0.951,0.0,0.001,0.0,0.0,1
0.8,0.0,0.002,0.0,0.0,1
1.001,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.001,0.001,1
1.0,0.0,0.0,0.0,0.0,1
0.899,0.0,0.001,0.0,0.0,1
0.82,0.0,0.1,0.0,0.0,1
0.75,0.0,0.001,0.0,0.0,1
0.999,0.0,0.0,0.001,0.0,1
0.7,0.0,0.0,0.0,0.001,1
1.0,0.001,0.002,0.002,0.0,1
0.801,0.0,0.001,0.0,0.0,1
0.82,0.0,0.099,0.0,0.001,1
0.75,0.001,0.0,0.0,0.001,1
0.9,0.0,0.001,0.0,0.0,1
1.0,0.0,0.001,0.0,0.001,1
0.901,0.001,0.0,0.0,0.0,1
0.801,0.0,0.001,0.001,0.0,1
0.999,0.002,0.0,0.0,0.0,1
0.751,0.0,0.001,0.001,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.001,1
0.799,0.0,0.0,0.0,0.0,1
0.802,0.0,0.001,0.0,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.751,0.0,0.001,0.001,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.9,0.0,0.001,0.001,0.0,1
0.9,0.0,0.001,0.001,0.0,1
1.0,0.001,0.001,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.751,0.0,0.0,0.0,0.0,1
0.999,0.0,0.0,0.0,0.0,1
1.0,0.001,0.003,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.8,0.001,0.0,0.0,0.0,1
0.781,0.199,0.001,0.0,0.0,1
0.75,0.001,0.0,0.0,0.0,1
0.78,0.199,0.001,0.0,0.0,1
0.8,0.7,0.001,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.751,0.0,0.0,0.001,0.001,1
0.799,0.001,0.0,0.0,0.0,1
0.749,0.0,0.0,0.002,0.0,1
0.951,0.4,0.4,0.0,0.0,1
1.001,0.0,0.0,0.0,0.0,1
1.0,0.002,0.003,0.0,0.0,1
1.0,0.001,0.002,0.002,0.001,1
0.751,0.0,0.0,0.0,0.001,1
0.771,0.001,0.002,0.0,0.0,1
0.9,0.0,0.002,0.001,0.0,1
0.901,0.0,0.0,0.0,0.0,1
0.771,0.001,0.001,0.001,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.77,0.0,0.0,0.001,0.001,1
0.9,0.0,0.0,0.0,0.001,1
0.752,0.0,0.001,0.0,0.0,1
0.9,0.001,0.0,0.0,0.0,1
0.999,0.001,0.0,0.0,0.0,1
0.898,0.0,0.0,0.0,0.0,1
0.751,0.001,0.0,0.0,0.0,1
0.699,0.0,0.0,0.0,0.001,1
0.999,0.0,0.001,0.0,0.0,1
0.77,0.001,0.0,0.0,0.0,1
1.0,0.001,0.0,0.001,0.0,1
0.749,0.001,0.0,0.0,0.0,1
0.95,0.0,0.001,0.001,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.801,0.0,0.001,0.0,0.0,1
0.95,0.001,0.001,0.0,0.0,1
1.0,0.0,0.0,0.001,0.001,1
0.9,0.0,0.0,0.0,0.0,1
0.85,0.0,0.001,0.0,0.001,1
0.95,0.0,0.001,0.001,0.001,1
0.949,0.0,0.001,0.0,0.0,1
0.749,0.001,0.0,0.001,0.0,1
0.78,0.199,0.001,0.001,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.751,0.0,0.001,0.001,0.001,1
0.799,0.001,0.001,0.0,0.0,1
0.801,0.0,0.0,0.0,0.001,1
1.0,0.0,0.0,0.0,0.001,1
0.751,0.0,0.0,0.0,0.0,1
0.749,0.0,0.0,0.002,0.0,1
0.749,0.0,0.0,0.001,0.001,1
0.751,0.001,0.001,0.001,0.001,1
0.951,0.0,0.001,0.0,0.0,1
0.751,0.001,0.0,0.0,0.001,1
0.77,0.002,0.001,0.0,0.0,1
0.8,0.0,0.002,0.0,0.0,1
0.95,0.001,0.0,0.0,0.0,1
1.0,0.5,0.001,0.0,0.0,1
0.851,0.0,0.0,0.001,0.0,1
0.951,0.0,0.001,0.0,0.001,1
0.9,0.001,0.0,0.0,0.001,1
0.9,0.001,0.001,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.9,0.002,0.0,0.0,0.0,1
0.85,0.0,0.001,0.0,0.0,1
0.802,0.001,0.0,0.0,0.0,1
0.78,0.2,0.001,0.001,0.0,1
0.78,0.199,0.0,0.0,0.0,1
0.75,0.0,0.0,0.001,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.771,0.002,0.001,0.0,0.0,1
0.75,0.002,0.0,0.0,0.001,1
1.0,0.0,0.0,0.001,0.0,1
0.999,0.0,0.001,0.0,0.0,1
0.75,0.0,0.001,0.001,0.0,1
0.8,0.0,0.001,0.001,0.0,1
0.751,0.001,0.0,0.001,0.0,1
0.998,0.0,0.001,0.0,0.0,1
0.749,0.001,0.0,0.002,0.0,1
0.899,0.0,0.0,0.0,0.001,1
1.0,0.0,0.001,0.001,0.0,1
0.8,0.0,0.0,0.001,0.0,1
0.772,0.001,0.001,0.0,0.0,1
0.801,0.001,0.001,0.001,0.0,1
0.9999999999999999,0.0,0.002,0.0,0.0,1
1.0,0.0,0.001,0.001,0.0,1
0.952,0.0,0.001,0.0,0.0,1
0.751,0.001,0.001,0.001,0.0,1
0.771,0.001,0.001,0.0,0.0,1
0.95,0.0,0.0,0.001,0.001,1
0.999,0.0,0.0,0.0,0.001,1
0.799,0.001,0.0,0.001,0.0,1
0.899,0.001,0.001,0.0,0.0,1
0.949,0.0,0.002,0.0,0.0,1
0.95,0.0,0.001,0.001,0.001,1
1.0,0.0,0.001,0.0,0.001,1
0.771,0.001,0.0,0.0,0.0,1
1.0,0.0,0.001,0.001,0.001,1
0.779,0.199,0.001,0.0,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.77,0.002,0.001,0.0,0.001,1
0.9,0.0,0.001,0.0,0.0,1
0.9,0.001,0.0,0.0,0.001,1
0.9,0.0,0.001,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.799,0.001,0.001,0.0,0.001,1
0.949,0.0,0.0,0.0,0.0,1
0.749,0.0,0.001,0.0,0.0,1
0.95,0.0,0.0,0.002,0.001,1
0.95,0.001,0.001,0.0,0.0,1
0.77,0.002,0.001,0.0,0.0,1
0.75,0.0,0.001,0.0,0.0,1
0.751,0.0,0.002,0.001,0.0,1
0.999,0.0,0.001,0.0,0.001,1
0.8,0.0,0.002,0.0,0.001,1
1.0,0.0,0.001,0.0,0.0,1
1.0,0.0,0.001,0.0,0.001,1
0.77,0.001,0.0,0.0,0.0,1
0.801,0.001,0.001,0.0,0.0,1
0.999,0.0,0.001,0.001,0.001,1
0.78,0.201,0.001,0.001,0.0,1
0.799,0.001,0.0,0.002,0.0,1
0.75,0.003,0.0,0.0,0.001,1
0.9,0.001,0.0,0.0,0.0,1
0.82,0.0,0.101,0.0,0.0,1
0.75,0.0,0.0,0.001,0.001,1
1.001,0.0,0.0,0.0,0.001,1
0.699,0.0,0.001,0.0,0.001,1
0.78,0.199,0.002,0.0,0.0,1
0.899,0.0,0.001,0.0,0.001,1
0.899,0.0,0.0,0.001,0.0,1
0.951,0.0,0.0,0.0,0.0,1
0.751,0.001,0.001,0.0,0.0,1
0.401,0.0,0.399,0.001,0.0,1
0.8,0.001,0.0,0.0,0.001,1
0.82,0.0,0.099,0.0,0.0,1
0.95,0.4,0.4,0.0,0.001,1
0.851,0.0,0.0,0.0,0.0,1
0.749,0.001,0.0,0.0,0.0,1
0.999,0.001,0.0,0.0,0.0,1
0.999,0.001,0.0,0.0,0.0,1
0.9,0.0,0.001,0.001,0.001,1
0.752,0.0,0.002,0.001,0.0,1
0.751,0.0,0.0,0.001,0.0,1
0.75,0.0,0.0,0.0,0.001,1
0.75,0.0,0.0,0.0,0.001,1
1.0,0.0,0.0,0.001,0.001,1
0.7,0.0,0.0,0.001,0.0,1
0.851,0.0,0.0,0.001,0.001,1
0.402,0.0,0.399,0.0,0.0,1
0.95,0.001,0.001,0.001,0.0,1
0.8,0.0,0.001,0.0,0.0,1
0.949,0.0,0.002,0.0,0.001,1
0.75,0.001,0.0,0.0,0.0,1
0.902,0.0,0.0,0.0,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.85,0.001,0.0,0.0,0.0,1
1.0,0.0,0.001,0.0,0.001,1
0.998,0.001,0.001,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.91,0.0,0.0,0.001,0.0,1
0.402,0.0,0.399,0.001,0.0,1
0.951,0.001,0.001,0.0,0.0,1
0.751,0.0,0.001,0.0,0.001,1
1.0,0.0,0.001,0.001,0.001,1
0.999,0.003,0.0,0.0,0.0,1
0.001,0.0,0.3,0.0,0.0,1
0.751,0.001,0.001,0.0,0.001,1
0.9,0.001,0.0,0.0,0.001,1
0.751,0.0,0.001,0.002,0.0,1
0.77,0.002,0.001,0.0,0.001,1
0.751,0.001,0.001,0.0,0.0,1
1.0,0.001,0.0,0.001,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.78,0.199,0.001,0.0,0.001,1
1.0,0.0,0.001,0.001,0.0,1
0.699,0.001,0.001,0.0,0.001,1
0.75,0.0,0.0,0.001,0.001,1
0.999,0.001,0.001,0.0,0.0,1
0.899,0.001,0.0,0.0,0.0,1
