A1,A2,B1,B2,C1,userLevelByHuman
0.55,0.001,0.001,0.001,0.0,0
0.431,0.002,0.001,0.001,0.001,0
0.399,0.0,0.0,0.002,0.001,0
0.45,0.001,0.0,0.0,0.0,0
0.55,0.001,0.0,0.0,0.001,0
0.552,0.0,0.0,0.0,0.001,0
0.399,0.0,0.0,0.001,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.25,0.0,0.002,0.001,0.0,0
0.249,0.0,0.001,0.0,0.001,0
0.601,0.0,0.3,0.0,0.001,0
0.4,0.0,0.0,0.0,0.001,0
0.65,0.001,0.0,0.0,0.001,0
0.249,0.001,0.001,0.001,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.5,0.0,0.001,0.0,0.0,0
0.0,0.0,0.101,0.0,0.2,0
0.65,0.0,0.0,0.0,0.0,0
0.447,0.0,0.0,0.0,0.001,0
0.6,0.001,0.3,0.0,0.001,0
0.55,0.0,0.0,0.0,0.0,0
0.6,0.001,0.003,0.0,0.001,0
0.4,0.001,0.001,0.0,0.001,0
0.6,0.0,0.003,0.001,0.0,0
0.25,0.0,0.0,0.0,0.001,0
0.503,0.0,0.0,0.001,0.0,0
0.701,0.0,0.001,0.0,0.001,0
0.649,0.0,0.001,0.001,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.6,0.001,0.0,0.0,0.001,0
0.25,0.0,0.0,0.001,0.001,0
0.249,0.001,0.0,0.0,0.001,0
0.5,0.0,0.001,0.001,0.001,0
0.569,0.0,0.002,0.0,0.001,0
0.5,0.001,0.0,0.001,0.001,0
0.25,0.001,0.001,0.0,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0.001,0
0.701,0.001,0.001,0.001,0.001,0
0.499,0.0,0.0,0.002,0.0,0
0.0,0.0,0.101,0.0,0.2,0
0.7,0.0,0.002,0.001,0.002,0
0.701,0.0,0.0,0.001,0.0,0
0.5,0.0,0.0,0.002,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.6,0.0,0.3,0.001,0.0,0
0.35,0.001,0.0,0.002,0.0,0
0.6,0.001,0.3,0.001,0.0,0
0.351,0.001,0.0,0.0,0.0,0
0.697,0.001,0.0,0.0,0.001,0
0.55,0.001,0.001,0.0,0.001,0
0.549,0.0,0.002,0.001,0.0,0
0.25,0.0,0.001,0.0,0.0,0
0.5,0.001,0.001,0.002,0.001,0
0.7,0.001,0.001,0.0,0.001,0
0.43,0.001,0.001,0.001,0.001,0
0.7,0.001,0.0,0.0,0.001,0
0.43,0.001,0.002,0.001,0.001,0
0.3,0.0,0.001,0.001,0.0,0
0.399,0.0,0.0,0.0,0.001,0
0.55,0.0,0.001,0.001,0.0,0
0.7,0.001,0.001,0.0,0.001,0
0.502,0.0,0.0,0.001,0.001,0
0.7,0.002,0.0,0.0,0.0,0
0.571,0.0,0.0,0.001,0.001,0
0.43,0.001,0.002,0.002,0.001,0
0.55,0.001,0.001,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.57,0.0,0.001,0.001,0.001,0
0.45,0.0,0.0,0.0,0.001,0
0.552,0.0,0.001,0.0,0.001,0
0.699,0.002,0.001,0.002,0.002,0
0.549,0.001,0.0,0.002,0.001,0
0.569,0.0,0.0,0.0,0.001,0
0.45,0.001,0.0,0.0,0.001,0
0.45,0.0,0.0,0.001,0.0,0
0.2,0.001,0.0,0.001,0.001,0
0.549,0.0,0.001,0.001,0.001,0
0.35,0.001,0.001,0.002,0.0,0
0.25,0.001,0.0,0.001,0.001,0
0.7,0.001,0.0,0.001,0.001,0
0.248,0.0,0.001,0.0,0.001,0
0.3,0.0,0.001,0.0,0.001,0
0.5,0.001,0.001,0.001,0.0,0
0.448,0.001,0.0,0.0,0.0,0
0.699,0.001,0.0,0.0,0.001,0
0.601,0.0,0.001,0.0,0.001,0
0.249,0.0,0.001,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.7,0.0,0.0,0.001,0.0,0
0.65,0.001,0.0,0.0,0.0,0
0.549,0.0,0.001,0.0,0.0,0
0.351,0.0,0.0,0.0,0.0,0
0.571,0.0,0.001,0.0,0.0,0
0.551,0.0,0.001,0.0,0.001,0
0.249,0.0,0.001,0.001,0.0,0
0.551,0.0,0.0,0.001,0.001,0
0.699,0.0,0.0,0.0,0.0,0
0.401,0.0,0.0,0.0,0.001,0
0.549,0.0,0.002,0.002,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.0,0.0,0.1,0.001,0.199,0
0.399,0.0,0.001,0.0,0.001,0
0.5,0.0,0.001,0.001,0.001,0
0.701,0.0,0.001,0.0,0.001,0
0.57,0.0,0.001,0.0,0.0,0
0.702,0.0,0.001,0.0,0.0,0
0.5,0.001,0.001,0.0,0.0,0
0.551,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.501,0.0,0.0,0.0,0.001,0
0.5,0.0,0.0,0.001,0.001,0
0.448,0.0,0.0,0.001,0.0,0
0.5,0.001,0.0,0.001,0.0,0
0.699,0.0,0.002,0.0,0.0,0
0.399,0.0,0.0,0.0,0.001,0
0.25,0.0,0.001,0.001,0.0,0
0.401,0.001,0.001,0.001,0.0,0
0.65,0.002,0.0,0.001,0.0,0
0.5,0.002,0.001,0.0,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.701,0.0,0.001,0.001,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.001,0.001,0.1,0.0,0.199,0
0.3,0.001,0.0,0.001,0.001,0
0.649,0.0,0.0,0.0,0.0,0
0.25,0.002,0.002,0.0,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.5,0.001,0.001,0.001,0.0,0
0.448,0.0,0.0,0.001,0.001,0
0.697,0.0,0.0,0.0,0.002,0
0.699,0.0,0.0,0.0,0.001,0
0.5,0.001,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.55,0.0,0.001,0.001,0.001,0
0.45,0.0,0.001,0.001,0.001,0
0.57,0.0,0.002,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.499,0.0,0.002,0.0,0.0,0
0.698,0.001,0.0,0.0,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.4,0.001,0.001,0.001,0.0,0
0.55,0.0,0.0,0.002,0.0,0
0.5,0.0,0.001,0.001,0.001,0
0.5,0.0,0.002,0.002,0.0,0
0.6,0.001,0.0,0.0,0.001,0
0.249,0.0,0.0,0.001,0.001,0
0.201,0.0,0.001,0.0,0.001,0
0.55,0.0,0.0,0.001,0.001,0
0.601,0.0,0.3,0.0,0.0,0
0.4,0.002,0.001,0.001,0.0,0
0.25,0.0,0.0,0.0,0.001,0
0.43,0.001,0.0,0.001,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.699,0.001,0.001,0.001,0.0,0
0.5,0.002,0.002,0.001,0.002,0
0.5,0.0,0.002,0.001,0.0,0
0.6,0.001,0.003,0.001,0.001,0
0.5,0.001,0.001,0.001,0.0,0
0.599,0.0,0.002,0.0,0.001,0
0.6,0.0,0.001,0.002,0.001,0
0.4,0.0,0.0,0.001,0.0,0
0.299,0.0,0.0,0.0,0.002,0
0.601,0.0,0.002,0.0,0.0,0
0.571,0.001,0.0,0.001,0.0,0
0.549,0.001,0.0,0.0,0.0,0
0.5,0.0,0.002,0.001,0.0,0
0.25,0.0,0.001,0.0,0.001,0
0.499,0.0,0.001,0.001,0.001,0
0.401,0.001,0.0,0.001,0.001,0
0.25,0.0,0.002,0.0,0.001,0
0.43,0.001,0.0,0.001,0.001,0
0.25,0.0,0.0,0.002,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.65,0.001,0.001,0.0,0.001,0
0.55,0.001,0.0,0.0,0.001,0
0.429,0.001,0.0,0.0,0.0,0
0.401,0.0,0.001,0.0,0.0,0
0.431,0.001,0.0,0.001,0.0,0
0.701,0.0,0.002,0.0,0.001,0
0.569,0.001,0.001,0.0,0.001,0
0.599,0.0,0.001,0.002,0.001,0
0.55,0.0,0.0,0.0,0.0,0
0.698,0.002,0.0,0.001,0.0,0
0.699,0.0,0.001,0.001,0.0,0
0.299,0.001,0.0,0.0,0.002,0
0.55,0.0,0.001,0.001,0.001,0
0.45,0.0,0.0,0.002,0.001,0
0.45,0.0,0.001,0.001,0.001,0
0.7,0.001,0.001,0.001,0.0,0
0.4,0.001,0.0,0.001,0.0,0
0.5,0.001,0.001,0.001,0.0,0
0.7,0.001,0.002,0.0,0.001,0
0.6,0.001,0.298,0.0,0.0,0
0.55,0.0,0.0,0.001,0.0,0
0.7,0.001,0.001,0.0,0.001,0
0.2,0.001,0.0,0.001,0.0,0
0.649,0.001,0.0,0.0,0.0,0
0.4,0.001,0.001,0.001,0.001,0
0.001,0.0,0.101,0.0,0.2,0
0.501,0.001,0.0,0.002,0.0,0
0.5,0.0,0.001,0.002,0.001,0
0.4,0.001,0.001,0.0,0.001,0
0.499,0.0,0.001,0.002,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.501,0.001,0.001,0.001,0.0,0
0.549,0.001,0.001,0.0,0.0,0
0.55,0.0,0.0,0.0,0.0,0
0.447,0.001,0.0,0.0,0.0,0
0.599,0.001,0.0,0.001,0.001,0
0.6,0.0,0.3,0.0,0.002,0
0.3,0.0,0.0,0.0,0.002,0
0.501,0.0,0.0,0.0,0.001,0
0.501,0.0,0.001,0.002,0.0,0
0.2,0.001,0.001,0.0,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.5,0.001,0.0,0.001,0.0,0
0.43,0.001,0.002,0.003,0.001,0
0.699,0.001,0.001,0.0,0.0,0
0.35,0.0,0.0,0.0,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.65,0.0,0.0,0.0,0.001,0
0.45,0.0,0.0,0.001,0.0,0
0.549,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.4,0.001,0.002,0.0,0.0,0
0.6,0.0,0.001,0.001,0.0,0
0.501,0.0,0.001,0.0,0.001,0
0.43,0.001,0.002,0.001,0.002,0
0.572,0.0,0.0,0.001,0.0,0
0.451,0.001,0.0,0.001,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.25,0.0,0.0,0.0,0.001,0
0.701,0.0,0.001,0.001,0.001,0
0.699,0.001,0.001,0.0,0.0,0
0.7,0.0,0.001,0.001,0.0,0
0.5,0.001,0.0,0.002,0.001,0
0.431,0.001,0.0,0.001,0.001,0
0.25,0.001,0.001,0.001,0.001,0
0.4,0.001,0.001,0.001,0.0,0
0.501,0.001,0.0,0.0,0.001,0
0.499,0.001,0.0,0.0,0.0,0
0.501,0.001,0.002,0.001,0.0,0
0.25,0.0,0.001,0.001,0.0,0
0.5,0.0,0.0,0.001,0.002,0
0.251,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.0,0.0,0
0.571,0.0,0.0,0.001,0.0,0
0.0,0.001,0.099,0.001,0.199,0
0.5,0.002,0.0,0.001,0.002,0
0.25,0.0,0.001,0.001,0.001,0
0.549,0.0,0.0,0.001,0.001,0
0.57,0.0,0.0,0.0,0.003,0
0.7,0.001,0.002,0.0,0.002,0
0.45,0.0,0.001,0.0,0.0,0
0.7,0.0,0.002,0.0,0.001,0
0.572,0.0,0.0,0.002,0.0,0
0.55,0.002,0.0,0.0,0.002,0
0.499,0.001,0.0,0.0,0.0,0
0.451,0.0,0.001,0.001,0.0,0
0.7,0.001,0.001,0.001,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.002,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.7,0.0,0.001,0.0,0.002,0
0.5,0.0,0.002,0.003,0.0,0
0.001,0.001,0.1,0.001,0.2,0
0.7,0.0,0.001,0.001,0.001,0
0.699,0.001,0.0,0.0,0.002,0
0.57,0.0,0.0,0.0,0.001,0
0.501,0.0,0.0,0.001,0.0,0
0.45,0.001,0.0,0.0,0.002,0
0.45,0.0,0.0,0.001,0.001,0
0.549,0.0,0.001,0.002,0.0,0
0.55,0.001,0.001,0.001,0.0,0
0.568,0.0,0.001,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.4,0.0,0.001,0.001,0.0,0
0.5,0.0,0.001,0.002,0.001,0
0.3,0.0,0.0,0.001,0.0,0
0.249,0.001,0.001,0.0,0.0,0
0.55,0.0,0.002,0.0,0.0,0
0.45,0.0,0.0,0.0,0.002,0
0.7,0.0,0.001,0.0,0.001,0
0.25,0.0,0.001,0.0,0.001,0
0.5,0.001,0.001,0.0,0.0,0
0.7,0.001,0.0,0.001,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.698,0.001,0.0,0.0,0.001,0
0.602,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.001,0.0,0
0.299,0.0,0.0,0.001,0.0,0
0.301,0.0,0.0,0.0,0.0,0
0.7,0.001,0.0,0.001,0.001,0
0.3,0.0,0.001,0.001,0.0,0
0.299,0.0,0.0,0.0,0.001,0
0.7,0.002,0.001,0.001,0.0,0
0.5,0.001,0.0,0.001,0.001,0
0.5,0.0,0.0,0.001,0.0,0
0.57,0.0,0.001,0.0,0.001,0
0.249,0.0,0.001,0.001,0.0,0
0.651,0.001,0.001,0.0,0.0,0
0.5,0.0,0.0,0.001,0.001,0
0.698,0.002,0.0,0.001,0.0,0
0.551,0.0,0.0,0.002,0.0,0
0.549,0.001,0.001,0.0,0.0,0
0.701,0.0,0.001,0.001,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.697,0.0,0.0,0.001,0.002,0
0.398,0.0,0.0,0.001,0.001,0
0.449,0.0,0.0,0.0,0.001,0
0.699,0.0,0.001,0.0,0.001,0
0.7,0.002,0.001,0.0,0.0,0
0.5,0.0,0.0,0.002,0.001,0
0.699,0.001,0.0,0.001,0.0,0
0.698,0.0,0.001,0.0,0.002,0
0.45,0.0,0.001,0.0,0.001,0
0.399,0.0,0.001,0.0,0.0,0
0.45,0.001,0.001,0.0,0.001,0
0.549,0.0,0.0,0.001,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.699,0.001,0.0,0.0,0.0,0
0.401,0.0,0.0,0.0,0.001,0
0.599,0.0,0.0,0.001,0.001,0
0.55,0.001,0.001,0.0,0.002,0
0.571,0.0,0.0,0.001,0.0,0
0.57,0.0,0.0,0.001,0.0,0
0.55,0.001,0.0,0.0,0.001,0
0.55,0.001,0.001,0.002,0.0,0
0.5,0.001,0.002,0.0,0.0,0
0.35,0.001,0.0,0.0,0.0,0
0.5,0.002,0.0,0.001,0.0,0
0.451,0.0,0.0,0.001,0.001,0
0.699,0.0,0.0,0.0,0.001,0
0.3,0.001,0.0,0.001,0.001,0
0.501,0.001,0.001,0.001,0.0,0
0.001,0.0,0.0,0.001,0.4,0
0.4,0.002,0.001,0.0,0.001,0
0.451,0.0,0.0,0.0,0.0,0
0.601,0.0,0.0,0.001,0.001,0
0.6,0.0,0.001,0.001,0.001,0
0.351,0.001,0.001,0.0,0.0,0
0.599,0.0,0.001,0.001,0.001,0
0.401,0.001,0.001,0.001,0.001,0
0.399,0.001,0.0,0.001,0.001,0
0.399,0.001,0.0,0.0,0.001,0
0.548,0.0,0.0,0.0,0.0,0
0.65,0.001,0.0,0.0,0.0,0
0.65,0.001,0.0,0.0,0.001,0
0.401,0.001,0.001,0.001,0.0,0
0.7,0.001,0.002,0.0,0.002,0
0.401,0.0,0.001,0.001,0.0,0
0.65,0.003,0.0,0.0,0.0,0
0.248,0.0,0.001,0.0,0.001,0
0.57,0.0,0.0,0.0,0.001,0
0.298,0.001,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.502,0.0,0.001,0.001,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.95,0.7,0.3,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.2,0.6,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.85,0.6,0.0,0.0,0.0,1
0.95,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.87,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.0,1
0.9,0.7,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.83,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.0,0.5,0.0,0.0,0.0,1
0.93,0.7,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.0,0.3,0.0,0.0,0.0,1
0.0,0.5,0.0,0.0,0.0,1
0.35,0.6,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
1.0,0.45,0.0,0.0,0.0,1
0.79,0.33,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
0.5,0.7,0.0,0.0,0.0,1
1.0,0.4,0.0,0.0,0.0,1
0.82,0.0,0.0,0.0,0.0,1
0.86,0.6,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.0,1
0.87,0.45,0.0,0.0,0.0,1
0.899,0.7,0.0,0.0,0.0,1
0.35,0.6,0.0,0.001,0.0,1
0.999,0.0,0.0,0.0,0.0,1
0.8,0.0,0.0,0.0,0.001,1
1.0,0.0,0.001,0.0,0.0,1
0.8,0.0,0.0,0.0,0.001,1
0.86,0.599,0.0,0.0,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.899,0.7,0.001,0.0,0.0,1
0.901,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
1.001,1.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.001,1
1.0,0.0,0.0,0.001,0.0,1
0.85,0.0,0.0,0.001,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.93,0.7,0.0,0.0,0.001,1
0.001,0.7,0.0,0.0,0.0,1
0.9,0.7,0.0,0.0,0.001,1
0.0,0.5,0.0,0.0,0.001,1
0.79,0.33,0.001,0.0,0.0,1
1.0,0.0,0.001,0.0,0.001,1
0.899,0.7,0.0,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
0.0,0.7,0.0,0.001,0.0,1
0.0,0.7,0.001,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.8,0.0,0.001,0.0,0.0,1
0.0,0.5,0.0,0.0,0.001,1
0.0,0.699,0.0,0.0,0.0,1
0.999,0.0,0.001,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.85,0.0,0.0,0.001,0.0,1
0.869,0.45,0.0,0.0,0.0,1
0.75,0.0,0.0,0.001,0.0,1
1.001,1.0,0.001,0.0,0.0,1
0.0,0.698,0.0,0.0,0.0,1
0.0,0.5,0.0,0.001,0.0,1
0.93,0.7,0.0,0.0,0.0,1
0.0,0.5,0.0,0.001,0.001,1
0.5,0.7,0.0,0.0,0.001,1
0.0,0.5,0.0,0.001,0.001,1
0.791,0.33,0.0,0.0,0.0,1
0.899,0.0,0.0,0.0,0.0,1
0.0,0.5,0.0,0.001,0.0,1
1.0,0.001,0.0,0.0,0.0,1
0.899,0.7,0.0,0.001,0.001,1
0.351,0.6,0.0,0.001,0.0,1
1.0,0.0,0.0,0.0,0.001,1
0.899,0.7,0.001,0.001,0.0,1
0.8,0.0,0.001,0.0,0.0,1
1.0,0.0,0.0,0.002,0.0,1
1.001,0.0,0.0,0.001,0.0,1
0.899,0.7,0.0,0.0,0.001,1
0.899,0.0,0.0,0.0,0.0,1
0.799,0.0,0.001,0.0,0.0,1
0.821,0.0,0.0,0.0,0.0,1
0.0,0.7,0.001,0.0,0.0,1
0.0,0.5,0.0,0.0,0.001,1
0.001,0.7,0.0,0.0,0.001,1
1.0,0.0,0.0,0.002,0.001,1
1.0,0.0,0.0,0.001,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.5,0.7,0.0,0.001,0.0,1
1.0,0.0,0.0,0.001,0.0,1
1.0,0.0,0.0,0.0,0.001,1
1.0,0.999,0.0,0.0,0.0,1
0.899,0.001,0.0,0.0,0.0,1
0.85,0.001,0.0,0.0,0.0,1
0.001,0.5,0.0,0.0,0.001,1
1.0,0.001,0.0,0.0,0.0,1
1.0,0.001,0.0,0.001,0.0,1
0.899,0.0,0.001,0.0,0.0,1
0.799,0.0,0.0,0.0,0.0,1
0.821,0.0,0.0,0.0,0.001,1
0.8,0.001,0.0,0.0,0.001,1
0.001,0.5,0.0,0.0,0.001,1
0.901,0.0,0.0,0.0,0.0,1
1.001,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.001,0.001,1
0.35,0.601,0.0,0.0,0.0,1
0.5,0.699,0.0,0.0,0.001,1
0.8,0.0,0.0,0.001,0.0,1
0.8,0.001,0.001,0.0,0.0,1
0.999,0.0,0.0,0.001,0.0,1
0.75,0.0,0.0,0.001,0.0,1
1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.35,0.6,0.0,0.001,0.001,1
1.0,0.0,0.001,0.0,0.0,1
0.8,0.001,0.0,0.0,0.0,1
0.79,0.33,0.001,0.0,0.0,1
0.851,0.0,0.0,0.0,0.0,1
0.501,0.7,0.0,0.0,0.0,1
0.5,0.698,0.0,0.0,0.001,1
0.9,0.0,0.001,0.0,0.0,1
1.0,0.0,0.001,0.001,0.0,1
0.82,0.0,0.0,0.0,0.001,1
0.8,0.0,0.002,0.0,0.0,1
1.0,0.45,0.001,0.0,0.0,1
0.821,0.0,0.0,0.0,0.001,1
0.849,0.0,0.0,0.0,0.0,1
1.0,0.0,0.001,0.001,0.0,1
1.0,0.001,0.001,0.0,0.001,1
1.0,0.45,0.0,0.0,0.0,1
0.0,0.5,0.0,0.0,0.001,1
0.999,0.0,0.001,0.001,0.0,1
0.899,0.7,0.0,0.0,0.0,1
0.001,0.5,0.0,0.0,0.001,1
1.0,0.0,0.0,0.0,0.001,1
0.85,0.0,0.001,0.001,0.0,1
0.999,0.45,0.0,0.0,0.0,1
0.001,0.7,0.001,0.0,0.001,1
0.85,0.001,0.001,0.001,0.0,1
0.001,0.5,0.0,0.0,0.0,1
0.85,0.001,0.0,0.001,0.0,1
0.899,0.0,0.001,0.0,0.0,1
0.0,0.7,0.001,0.0,0.0,1
0.8,0.0,0.0,0.001,0.0,1
0.8,0.001,0.002,0.0,0.0,1
0.0,0.5,0.001,0.0,0.001,1
0.85,0.0,0.0,0.002,0.0,1
1.0,0.0,0.0,0.001,0.0,1
0.899,0.0,0.001,0.0,0.0,1
0.0,0.5,0.001,0.001,0.001,1
0.899,0.7,0.0,0.0,0.001,1
0.001,0.501,0.0,0.0,0.001,1
0.899,0.001,0.001,0.0,0.0,1
0.899,0.0,0.001,0.0,0.0,1
0.849,0.001,0.001,0.001,0.0,1
0.85,0.001,0.0,0.001,0.0,1
1.0,0.001,0.001,0.0,0.0,1
0.8,0.0,0.0,0.001,0.0,1
1.0,0.45,0.002,0.0,0.0,1
0.0,0.499,0.0,0.0,0.001,1
1.001,0.0,0.001,0.001,0.0,1
1.0,0.0,0.0,0.001,0.001,1
0.9,0.699,0.0,0.0,0.0,1
0.35,0.6,0.001,0.001,0.0,1
0.0,0.5,0.0,0.0,0.001,1
1.0,0.001,0.0,0.001,0.0,1
1.0,0.0,0.001,0.0,0.0,1
1.0,0.0,0.002,0.0,0.0,1
0.0,0.499,0.0,0.0,0.0,1
1.0,0.0,0.001,0.001,0.0,1
1.0,0.0,0.0,0.002,0.0,1
1.0,0.0,0.001,0.0,0.0,1
1.001,0.0,0.0,0.0,0.001,1
0.0,0.699,0.001,0.0,0.0,1
0.8,0.0,0.0,0.0,0.001,1
1.0,0.001,0.0,0.001,0.0,1
0.85,0.0,0.0,0.0,0.0,1
0.0,0.5,0.0,0.002,0.0,1
0.999,0.451,0.0,0.0,0.0,1
0.9,0.0,0.001,0.001,0.0,1
1.001,0.0,0.0,0.002,0.0,1
0.799,0.0,0.0,0.0,0.0,1
0.35,0.6,0.0,0.002,0.001,1
1.0,0.0,0.0,0.0,0.001,1
1.0,0.0,0.0,0.001,0.001,1
0.9,0.0,0.0,0.001,0.0,1
0.898,0.7,0.0,0.0,0.0,1
0.9,0.0,0.001,0.0,0.0,1
1.0,0.0,0.0,0.002,0.001,1
0.851,0.0,0.0,0.0,0.001,1
0.001,0.7,0.0,0.0,0.0,1
1.0,0.4,0.001,0.0,0.0,1
0.0,0.5,0.0,0.0,0.002,1
0.9999999999999999,0.0,0.0,0.0,0.0,1
0.0,0.5,0.001,0.002,0.0,1
1.0,0.0,0.0,0.002,0.001,1
0.001,0.5,0.0,0.0,0.0,1
0.9999999999999999,0.0,0.0,0.002,0.0,1
0.8,0.001,0.002,0.001,0.0,1
0.349,0.6,0.0,0.001,0.0,1
0.351,0.6,0.0,0.001,0.001,1
0.8,0.0,0.0,0.001,0.0,1
0.8,0.001,0.0,0.0,0.0,1
0.791,0.33,0.001,0.0,0.0,1
0.999,0.0,0.0,0.001,0.0,1
0.85,0.001,0.0,0.002,0.0,1
1.0,0.001,0.0,0.001,0.0,1
0.001,0.7,0.001,0.0,0.0,1
0.801,0.0,0.0,0.0,0.0,1
0.0,0.501,0.0,0.002,0.0,1
0.899,0.002,0.001,0.0,0.0,1
0.8,0.001,0.001,0.0,0.0,1
0.0,0.5,0.0,0.0,0.001,1
0.999,0.451,0.0,0.0,0.0,1
0.82,0.0,0.0,0.0,0.001,1
0.899,0.7,0.001,0.0,0.0,1
0.0,0.501,0.0,0.002,0.0,1
0.35,0.6,0.0,0.001,0.001,1
1.0,0.001,0.0,0.002,0.001,1
1.0,0.001,0.001,0.0,0.0,1
0.79,0.33,0.002,0.0,0.0,1
0.5,0.698,0.0,0.0,0.001,1
0.791,0.33,0.0,0.0,0.0,1
0.8,0.001,0.0,0.0,0.0,1
0.001,0.5,0.0,0.001,0.0,1
0.8,0.001,0.0,0.001,0.0,1
0.35,0.6,0.0,0.0,0.0,1
0.79,0.33,0.001,0.001,0.0,1
0.0,0.5,0.001,0.002,0.0,1
0.798,0.0,0.001,0.0,0.0,1
0.899,0.001,0.0,0.0,0.0,1
0.9,0.0,0.002,0.0,0.0,1
0.86,0.599,0.0,0.001,0.0,1
